no_recibo,producto_id,tienda_id,cantidad
0000014182,266546,4,8
0000014182,270282,3,3
0000014183,284147,4,4
0000014183,2843S3,4,3
0000014184,286594,5,5
0000014185,270116,2,4
0000014186,270150,5,9
0000014187,4126040201,2,1
0000014188,284405,1,7
0000014189,2701BG,4,6
0000014189,2915010004,5,7
0000014190,2212010191,3,5
0000014190,26533E,5,4
0000014190,267248,4,7
0000014191,2124020201,1,8
0000014191,2701A7,4,10
0000014192,286594,1,1
0000014193,2127040101,1,10
0000014193,265229,5,5
0000014193,2843C4,1,1
0000014194,2702AF,3,6
0000014195,266520,5,7
0000014196,2124021091,1,4
0000014196,2945000108,4,9
0000014197,2845B3,2,3
0000014198,270267,5,5
0000014199,284109,2,5
0000014200,267356,5,3
0000014201,2116030301,5,4
0000014202,270270,1,9
0000014203,2126023191,2,10
0000014203,2136011602,3,7
0000014204,270161,2,2
0000014205,270288,5,1
0000014205,2914010009,5,5
0000014206,458434,5,10
0000014207,26522A,3,10
0000014208,267148,4,5
0000014208,2915020095,4,4
0000014209,284441,3,7
0000014210,276FFL,4,4
0000014211,458247,3,4
0000014212,2126030491,2,10
0000014212,2665A4,4,9
0000014212,270110,3,1
0000014212,4136050291,4,4
0000014213,284101,3,3
0000014214,270230,2,2
0000014215,2147020101,2,3
0000014215,458596,3,5
0000014216,2911020003,3,1
0000014217,2114031091,5,3
0000014217,267405,1,1
0000014218,267121,2,2
0000014219,284040,5,9
0000014220,465261,3,9
0000014221,2125020291,5,3
0000014222,2147020101,4,7
0000014223,2914210009,4,3
0000014224,2916010007,4,2
0000014225,2125024801,3,6
0000014226,267108,3,6
0000014227,26552C,1,7
0000014228,2701AB,1,8
0000014228,458526,4,3
0000014229,213006,5,8
0000014230,270230,3,5
0000014230,2703BG,2,2
0000014231,270306,3,7
0000014232,267492,1,5
0000014232,270269,4,1
0000014232,2842A9,2,6
0000014233,2843S6,4,1
0000014234,270126,5,1
0000014235,2702AN,2,9
0000014236,4915040002,5,9
0000014237,2845C2,2,8
0000014238,2115030391,1,8
0000014238,26527G,5,8
0000014238,458541,4,1
0000014239,2652BE,4,6
0000014240,270193,1,3
0000014241,270385,1,4
0000014242,2117020501,1,6
0000014243,2703AR,3,5
0000014243,284109,1,1
0000014244,284346,5,8
0000014245,2703AF,1,6
0000014246,2212013701,3,9
0000014246,270347,2,8
0000014247,26526N,4,2
0000014247,265528,3,5
0000014248,284140,5,6
0000014249,267196,5,8
0000014249,284127,5,6
0000014249,284303,2,2
0000014250,2112020401,3,6
0000014250,286594,1,7
0000014251,26522E,2,9
0000014252,2127030491,1,7
0000014253,270199,4,1
0000014254,284447,4,3
0000014255,2126020191,1,1
0000014256,267239,5,6
0000014257,2844A4,4,3
0000014258,418010,5,4
0000014259,270330,5,3
0000014259,270353,2,8
0000014260,2124023201,1,9
0000014261,4127041801,1,7
0000014262,276FDE,1,10
0000014262,2843A8,1,8
0000014262,2916020093,1,10
0000014263,2117022201,3,9
0000014263,2147020301,1,4
0000014263,284318,4,5
0000014264,2915010004,4,10
0000014265,270219,4,5
0000014266,284405,1,9
0000014267,2112030601,2,9
0000014267,2213012301,1,6
0000014268,2702A5,2,7
0000014269,267126,4,8
0000014269,267581,5,5
0000014270,2125030701,5,3
0000014270,2702BG,5,10
0000014271,2843B8,2,2
0000014271,2845A5,3,10
0000014272,458420,4,8
0000014273,286CCG,4,7
0000014274,2701BN,1,8
0000014274,2867QK,1,5
0000014275,265528,2,7
0000014275,2843S1,5,8
0000014276,2144020201,2,1
0000014276,2842C7,2,4
0000014276,284495,5,3
0000014277,4917040002,1,9
0000014278,26514F,1,2
0000014279,267178,3,1
0000014279,270361,3,5
0000014280,2126030201,4,5
0000014281,2124024091,1,3
0000014281,270241,1,9
0000014282,4122041101,2,3
0000014282,458246,3,9
0000014283,2701BG,2,2
0000014284,266532,5,10
0000014284,267196,4,5
0000014285,267279,3,1
0000014286,2703AN,4,9
0000014287,458446,4,10
0000014287,4915040002,5,8
0000014288,270220,2,4
0000014289,270199,4,7
0000014290,26515L,1,10
0000014290,267356,5,6
0000014291,284348,4,6
0000014292,26516K0002,3,9
0000014293,2702AP,3,4
0000014293,2703BG,5,10
0000014294,270261,3,4
0000014295,267142,5,6
0000014295,284192,4,4
0000014296,2916010007,3,7
0000014297,2916021801,2,3
0000014298,270203,1,6
0000014299,26552A,5,3
0000014300,266517,5,1
0000014301,296343,4,5
0000014302,2134020101,4,1
0000014302,284393,3,3
0000014303,2917020007,1,3
0000014304,2115020401,1,9
0000014305,466501,4,8
0000014306,270153,3,4
0000014307,2117021501,2,3
0000014307,2147022301,1,10
0000014307,284374,2,8
0000014308,266247,5,7
0000014308,2844B3,5,6
0000014309,266032,3,9
0000014310,26514F,1,2
0000014311,267013,3,4
0000014312,2845A2,2,5
0000014313,270344,4,4
0000014314,2126022401,1,5
0000014315,270126,2,6
0000014316,26515L,2,2
0000014316,266346,4,2
0000014316,2703BN,1,6
0000014317,266247,1,3
0000014318,286G010001,3,1
0000014319,270306,5,2
0000014320,284495,5,9
0000014321,266232,5,5
0000014322,2843A8,5,9
0000014323,465262,2,3
0000014324,266247,5,10
0000014325,2125023401,3,2
0000014325,284202,4,9
0000014326,465261,3,9
0000014327,2125024001,1,7
0000014327,270370,1,8
0000014327,284344,4,9
0000014328,2115030601,3,9
0000014329,267441,1,3
0000014329,2701BI,3,7
0000014330,270109,2,1
0000014331,2117020791,3,6
0000014332,267177,4,6
0000014333,267012,2,5
0000014334,2112030801,4,6
0000014335,2112021301,3,3
0000014336,270151,1,3
0000014337,458196,1,8
0000014338,2842930002,2,3
0000014338,4127041601,1,7
0000014339,2115020691,2,1
0000014339,2115030901,1,9
0000014339,284344,2,2
0000014340,2137020101,5,2
0000014341,2844B5,4,6
0000014342,466501,1,5
0000014343,2212010201,1,10
0000014343,284318,1,1
0000014344,270254,1,8
0000014344,458296,3,10
0000014345,2845C2,2,6
0000014346,284205,5,7
0000014346,458530,4,3
0000014347,2664A4,2,10
0000014348,26514F,5,8
0000014349,458550,4,10
0000014350,265221,4,9
0000014351,270149,3,5
0000014351,458526,4,1
0000014352,2126030201,2,1
0000014353,270326,2,2
0000014354,267441,3,1
0000014354,2844A4,3,10
0000014355,284394,4,9
0000014356,267121,5,7
0000014357,2916020093,1,10
0000014358,418005,5,6
0000014358,458424,1,2
0000014359,458299,5,8
0000014360,2702AE,2,3
0000014361,270111,4,4
0000014362,265527,5,2
0000014363,2147021601,4,9
0000014363,284303,2,10
0000014364,2843S5,1,8
0000014365,2114030901,4,3
0000014365,266347,1,3
0000014366,270398,3,4
0000014366,284316,2,4
0000014367,2114031091,5,8
0000014368,266217,4,2
0000014368,267196,2,2
0000014369,2147020101,4,7
0000014369,265223,4,7
0000014370,2126021001,1,4
0000014371,284101,1,6
0000014372,2706AS,5,2
0000014373,2415000107,5,5
0000014374,276GCX,2,2
0000014375,2127020191,1,3
0000014375,286056,2,6
0000014376,4916040011,4,3
0000014377,2701AY,4,1
0000014378,284307,5,4
0000014379,458430,1,7
0000014380,2126040791,1,4
0000014381,265481,1,3
0000014381,2914020016,4,8
0000014382,267177,4,3
0000014383,2212014401,4,4
0000014384,265126,3,1
0000014385,26527H,3,1
0000014386,270130,5,8
0000014386,2701A5,2,6
0000014387,284262,2,2
0000014388,2115050101,5,2
0000014388,267401,1,6
0000014389,270258,5,1
0000014390,284350,3,8
0000014391,2147022301,4,10
0000014391,2664A3,5,7
0000014391,2702AY,5,10
0000014391,2844C5,2,2
0000014392,2115023601,5,8
0000014392,270339,1,2
0000014393,2703AK,5,10
0000014393,284195,3,3
0000014393,458101,4,6
0000014394,266246,3,10
0000014394,284524,5,7
0000014395,2842C8,2,3
0000014396,2702A8,5,3
0000014396,270399,3,10
0000014397,26524F,1,3
0000014398,2843A8,3,7
0000014399,267294,5,6
0000014400,270126,5,7
0000014400,276DNA,5,3
0000014401,2146022601,2,6
0000014402,2124020401,1,4
0000014402,284341,3,9
0000014403,266532,5,8
0000014404,270361,1,5
0000014405,266232,3,3
0000014406,2664A4,2,9
0000014407,267241,3,4
0000014408,267196,1,2
0000014409,2415000107,2,7
0000014409,270145,3,8
0000014410,265A29,1,8
0000014411,2137011601,3,7
0000014412,26554F,2,3
0000014413,286G010001,3,5
0000014414,2863CB,5,4
0000014415,2703B5,2,8
0000014415,2865B4,5,6
0000014416,2702B5,1,7
0000014417,270390,3,10
0000014418,2114010601,2,7
0000014418,270188,5,10
0000014418,2917021801,3,8
0000014419,270349,3,2
0000014419,2914010019,5,4
0000014420,267211,2,2
0000014421,284196,1,4
0000014422,4126041501,1,2
0000014423,2147020801,2,8
0000014423,2701AH,3,6
0000014424,458350,5,5
0000014425,2127030491,1,5
0000014425,4916040009,3,2
0000014426,267342,2,7
0000014427,4126041391,3,2
0000014427,465262,3,6
0000014428,284595,5,8
0000014429,2124030101,1,9
0000014430,267334,1,8
0000014431,2914010011,3,6
0000014432,2115020691,3,3
0000014432,267178,2,9
0000014433,2147022301,1,8
0000014433,2703AR,2,1
0000014434,284372,5,7
0000014434,2915010016,2,8
0000014435,284344,4,4
0000014436,26526N,4,5
0000014437,265322,5,9
0000014438,270230,5,3
0000014439,26522B,3,9
0000014440,266346,4,4
0000014441,270191,2,7
0000014442,2662A4,1,9
0000014442,2767JU,2,8
0000014443,2865B4,3,3
0000014444,2703AY,5,3
0000014444,470201,2,6
0000014445,2917020006,3,4
0000014446,270269,4,2
0000014447,2112020401,2,4
0000014448,2116022201,4,3
0000014449,265427,1,7
0000014449,270353,2,3
0000014450,2136021901,1,7
0000014450,270303,1,1
0000014451,266017,3,9
0000014452,2114020801,4,9
0000014452,2843930002,2,9
0000014453,284541,3,10
0000014454,2125023101,5,5
0000014454,2865B4,2,6
0000014455,26516K,4,5
0000014456,284545,3,2
0000014457,267473,2,8
0000014458,267205,2,9
0000014458,284192,4,9
0000014459,2702C4,4,5
0000014459,270306,2,10
0000014460,4916040009,1,5
0000014461,2703AR,3,9
0000014462,2147020401,4,7
0000014463,2127040491,1,7
0000014464,270126,4,6
0000014465,270203,3,4
0000014465,276GDS,4,3
0000014466,2945000108,4,6
0000014467,2706AS,5,2
0000014468,2701BE,1,1
0000014468,2842960002,2,1
0000014469,270261,4,10
0000014470,270220,4,4
0000014471,2111023601,5,10
0000014472,265227,4,5
0000014473,2117030691,4,4
0000014474,265221,2,5
0000014475,284109,4,1
0000014475,286437,1,1
0000014475,458526,4,7
0000014476,418005,5,8
0000014477,2115023601,3,9
0000014478,2126040301,5,3
0000014478,270187,5,10
0000014479,2127040801,1,1
0000014479,2144020391,1,4
0000014479,2911020003,3,6
0000014480,2844C8,4,7
0000014481,2911010001,3,2
0000014482,2701BG,1,9
0000014483,270194,2,3
0000014484,267246,3,3
0000014484,458496,5,4
0000014485,2115021101,5,8
0000014486,2136021901,1,10
0000014487,2702A4,1,9
0000014488,266574,4,2
0000014488,267343,2,8
0000014489,270260,5,5
0000014489,418012,5,2
0000014490,26552E,3,5
0000014490,4915040003,1,9
0000014491,2147020201,1,2
0000014492,2702AT,3,8
0000014493,2703C2,2,7
0000014493,2915010015,2,10
0000014494,267425,5,9
0000014495,4126041391,3,1
0000014496,270153,2,7
0000014497,2652BE,3,7
0000014497,270276,5,7
0000014498,2127022101,1,1
0000014499,2845080002,2,9
0000014500,267148,2,9
0000014500,267592,4,1
0000014501,2127020201,1,7
0000014501,267392,4,5
0000014502,2136011602,1,10
0000014503,270254,1,4
0000014504,2703A4,1,3
0000014505,265128,2,1
0000014506,2126021001,1,7
0000014507,26516K,2,1
0000014508,26522B,2,10
0000014509,2115011501,5,2
0000014510,2703B4,3,5
0000014510,465283,2,9
0000014511,2213013801,3,2
0000014512,26558J,3,6
0000014513,267196,1,2
0000014513,458496,4,9
0000014514,267043,3,7
0000014515,2125040301,4,5
0000014516,2702BI,3,9
0000014517,2213010301,4,3
0000014518,2213014201,4,2
0000014519,2115023601,4,10
0000014520,270342,5,7
0000014520,284142,5,6
0000014521,2703A1,5,10
0000014522,26552E,5,3
0000014522,270103,1,10
0000014523,26552A,1,7
0000014524,267473,2,7
0000014525,270361,1,1
0000014526,2114030501,3,6
0000014527,2117020101,2,4
0000014527,4127040501,1,1
0000014528,2125040801,5,8
0000014529,2415000119,3,10
0000014529,266246,2,6
0000014529,2914020092,4,8
0000014530,267377,3,1
0000014530,2702AN,1,6
0000014531,265321,5,5
0000014532,2126020191,5,7
0000014533,2703AG,5,8
0000014534,2703BD,3,4
0000014535,2127023201,1,3
0000014535,267102,2,10
0000014535,270276,5,2
0000014536,270226,4,5
0000014537,458433,4,9
0000014538,267325,4,8
0000014539,2703AC,5,4
0000014539,2843A4,5,7
0000014540,26522C,3,10
0000014540,284372,1,9
0000014541,267013,3,5
0000014541,458249,5,3
0000014542,270376,5,9
0000014543,2125030701,5,9
0000014543,284398,4,8
0000014544,270203,2,9
0000014544,2863CA,5,3
0000014545,2116011201,5,3
0000014546,26514F,3,3
0000014546,2916210001,2,8
0000014547,2144022301,3,2
0000014548,276JDG,3,8
0000014549,2111011591,3,6
0000014550,2843B2,2,6
0000014551,2917020006,1,4
0000014551,458247,3,10
0000014552,2126021001,1,8
0000014552,2914010009,5,8
0000014553,265223,2,2
0000014553,26558J,5,9
0000014553,270157,4,8
0000014554,2702B8,1,6
0000014555,2702AE,5,8
0000014556,267454,2,8
0000014557,2127040491,1,6
0000014558,284445,3,3
0000014559,2843B8,2,5
0000014560,2702BO,4,3
0000014561,2114021001,5,7
0000014561,2125040491,1,4
0000014561,2144020391,2,2
0000014562,270395,2,5
0000014562,2917030801,4,9
0000014563,2212013801,3,5
0000014563,2701A3,2,7
0000014564,267105,5,7
0000014564,2845C4,2,7
0000014565,267477,3,9
0000014565,2703C2,2,6
0000014566,284474,3,2
0000014567,2702AY,3,2
0000014568,267012,3,3
0000014569,267492,1,5
0000014569,270233,2,8
0000014570,2845170000,2,6
0000014571,2915010016,2,5
0000014572,270376,4,4
0000014573,458249,5,1
0000014574,270291,2,1
0000014575,2111021801,3,9
0000014576,2127023391,1,3
0000014577,2211010301,4,6
0000014578,2703AL,2,6
0000014579,284106,3,6
0000014580,2126024001,5,6
0000014580,2868D8,3,6
0000014581,2914010013,4,2
0000014581,418010,5,3
0000014581,458440,5,2
0000014582,26518J,5,5
0000014583,458101,3,9
0000014584,4917040092,1,9
0000014585,2125030101,1,7
0000014586,270321,5,9
0000014587,267502,3,9
0000014588,2125040201,2,9
0000014589,2125023101,5,4
0000014590,2842A3,5,10
0000014591,4916040010,1,3
0000014592,2124020201,1,4
0000014593,265221,2,9
0000014594,2212010301,4,4
0000014595,2115030891,1,4
0000014596,270229,5,10
0000014597,2115021101,5,4
0000014598,26548J,3,5
0000014599,2125022401,1,2
0000014599,267577,3,4
0000014600,270103,5,8
0000014601,286594,3,4
0000014602,2125022401,1,7
0000014603,270394,2,10
0000014604,26542E,5,9
0000014605,2915020013,2,2
0000014606,2915010004,3,2
0000014607,2115020791,4,4
0000014607,270453,3,8
0000014608,266547,3,7
0000014609,458147,4,2
0000014610,266517,1,5
0000014610,2703AF,2,3
0000014611,270350,4,4
0000014611,458542,4,6
0000014612,286370,4,3
0000014613,284496,4,6
0000014614,2112020601,1,3
0000014615,276EDL,5,3
0000014616,267317,2,7
0000014616,2701AV,4,8
0000014617,26554G,3,3
0000014617,2916020093,1,8
0000014618,2415000107,2,1
0000014618,284445,3,6
0000014619,458524,4,7
0000014620,26522A,1,2
0000014620,2843B6,3,8
0000014621,270176,5,3
0000014622,2116020391,3,9
0000014622,284143,4,6
0000014623,265581,1,7
0000014623,2844C6,2,10
0000014624,284551,5,5
0000014625,2117021201,2,1
0000014626,26534F,5,1
0000014627,267496,1,4
0000014628,267316,5,2
0000014628,270365,3,7
0000014629,2665A7,3,4
0000014630,266274,5,3
0000014630,2702BO,4,10
0000014631,2213010301,2,8
0000014632,284346,3,1
0000014633,2126030701,4,8
0000014634,296001,2,4
0000014635,265322,1,3
0000014635,284546,3,1
0000014636,284109,1,8
0000014637,2703A7,4,4
0000014638,2845A8,2,2
0000014639,2701BG,5,3
0000014639,458331,5,3
0000014640,2702BG,5,1
0000014640,4916040009,3,8
0000014641,26522B,3,9
0000014642,2115021501,3,5
0000014643,2124020101,1,7
0000014644,8008,2,6
0000014645,2701AP,3,9
0000014646,2126040101,3,7
0000014646,2137011601,2,10
0000014647,270238,4,9
0000014648,4917040092,1,6
0000014649,2703AR,1,2
0000014650,270160,5,3
0000014651,284149,4,10
0000014652,2116020701,2,6
0000014653,458530,4,6
0000014654,2845170000,2,10
0000014655,267296,3,9
0000014656,270116,2,9
0000014656,2703BL,4,9
0000014657,2125024801,3,2
0000014657,2916020005,1,10
0000014658,2703AI,5,2
0000014659,270251,1,2
0000014660,267293,3,10
0000014660,2915010010,2,6
0000014661,2115020691,1,3
0000014662,267356,5,3
0000014663,2665A7,4,9
0000014664,458297,3,4
0000014665,2844B3,5,4
0000014666,284149,4,2
0000014667,2126023191,3,3
0000014668,284493,4,2
0000014669,284504,4,8
0000014670,2844A4,2,8
0000014671,270223,2,7
0000014672,2665AK,2,2
0000014673,270370,1,7
0000014673,296001,5,2
0000014674,458446,2,8
0000014675,284140,5,6
0000014676,267251,4,10
0000014676,2842A2,2,2
0000014677,2703A4,1,8
0000014677,284215,2,5
0000014678,2843A4,5,2
0000014679,284297,5,2
0000014680,2843C9,5,5
0000014681,267291,3,3
0000014681,270261,3,2
0000014682,2842A8,2,9
0000014683,296001,4,8
0000014684,276FDN,2,4
0000014685,2125021091,3,7
0000014686,26504C,4,1
0000014687,2701A9,4,10
0000014688,2125040801,3,10
0000014689,2126011101,3,8
0000014690,2945000103,5,4
0000014691,265226,1,10
0000014692,270215,5,5
0000014692,4195053501,4,5
0000014693,2915020095,5,1
0000014694,267342,5,1
0000014695,276FDH,2,3
0000014696,2916020005,1,4
0000014697,4916040001,1,3
0000014698,267280,3,4
0000014699,2112030601,3,5
0000014700,458341,4,4
0000014701,267156,3,4
0000014702,270233,2,1
0000014703,2703B4,3,10
0000014704,267011,2,4
0000014704,2911020003,1,3
0000014705,4916040009,4,4
0000014706,2844B1,3,7
0000014707,2115050101,3,2
0000014707,270276,1,8
0000014708,2914010006,4,10
0000014709,266374,1,8
0000014709,267214,2,8
0000014710,267545,4,1
0000014710,296002,2,1
0000014711,458350,4,5
0000014712,267216,3,7
0000014712,2841A5-1,3,6
0000014713,2706AU,5,6
0000014713,2843B6,3,3
0000014714,2144020401,2,6
0000014715,270376,3,5
0000014716,2116021501,2,8
0000014717,267191,2,6
0000014718,267492,1,3
0000014719,2662A3,3,1
0000014720,266546,3,6
0000014721,265221,1,5
0000014722,265428,3,9
0000014722,270390,5,5
0000014723,26522C,1,9
0000014724,270291,2,5
0000014725,2663A7,4,10
0000014725,284302,2,9
0000014726,2144020101,2,6
0000014727,2115030501,3,7
0000014727,2843A8,4,4
0000014728,266046,1,1
0000014729,458345,5,9
0000014730,270303,3,5
0000014731,418007,5,2
0000014732,2144022301,1,8
0000014733,270138,2,9
0000014734,267441,4,7
0000014735,284503,4,2
0000014736,270113,3,3
0000014736,284346,2,3
0000014736,2843C9,5,10
0000014737,2126022101,1,1
0000014737,2662A7,4,6
0000014737,2843C8,5,1
0000014738,2126020301,3,3
0000014739,267121,4,9
0000014740,2702BF,3,10
0000014741,2115021301,2,10
0000014742,265481,2,10
0000014742,2665AK,5,10
0000014743,2147022301,1,3
0000014743,265222,1,5
0000014744,2125024801,3,3
0000014744,2844160000,1,3
0000014745,2115020201,1,3
0000014745,4916040010,5,5
0000014746,26552A,3,6
0000014747,2211013101,1,2
0000014748,2124020301,1,6
0000014749,2112030601,4,3
0000014750,276EDL,1,7
0000014751,2915020007,2,6
0000014752,2117021391,2,10
0000014752,284407,4,6
0000014753,270227,5,3
0000014753,2916021801,2,4
0000014753,4127050301,1,5
0000014754,270206,4,4
0000014755,26512C,1,8
0000014755,267173,5,3
0000014756,284204,4,10
0000014757,2114021101,2,2
0000014757,458430,1,2
0000014758,26522B,3,5
0000014759,284240,3,7
0000014760,284505,5,8
0000014761,2114020401,1,6
0000014761,2434010001,4,6
0000014761,284398,4,1
0000014762,2702BC,3,10
0000014763,2842B2,2,3
0000014764,2702AG,5,8
0000014764,284346,4,5
0000014765,2917010005,1,9
0000014766,2213010301,4,9
0000014767,284195,3,6
0000014768,2916010007,3,4
0000014769,2915210008,5,9
0000014770,2915010021,1,9
0000014771,458196,1,8
0000014772,2842C2,2,2
0000014773,265481,2,6
0000014774,26537H,1,3
0000014775,296002,3,8
0000014776,284293,5,10
0000014777,2147020101,3,1
0000014777,270255,2,6
0000014778,2115031101,2,7
0000014778,26526N,4,1
0000014779,267448,4,2
0000014780,2767IH,3,2
0000014781,2845A9,2,5
0000014782,2842B3,2,1
0000014783,270263,2,5
0000014784,458539,4,5
0000014785,2125040301,4,3
0000014785,267126,3,7
0000014786,284292,5,4
0000014787,2126011101,4,7
0000014787,26534F,2,6
0000014787,270224,2,8
0000014788,2703AX,1,2
0000014789,265121,4,8
0000014790,26515L,4,2
0000014791,270390,3,10
0000014791,286KJI,3,3
0000014792,284247,5,2
0000014793,270303,2,9
0000014794,270206,1,7
0000014795,270103,3,2
0000014795,270226,5,4
0000014795,284318,1,7
0000014795,2914020014,1,6
0000014796,2124023401,1,9
0000014796,270117,5,7
0000014797,267579,3,6
0000014797,270175,2,2
0000014798,4917040003,1,6
0000014799,2144022301,3,10
0000014799,270176,2,9
0000014800,286056,2,8
0000014801,2914210009,4,7
0000014801,4916040007,4,5
0000014802,4127041302,1,2
0000014803,265527,5,10
0000014804,266546,1,10
0000014805,2212010301,1,9
0000014806,2125023101,1,10
0000014806,270248,4,4
0000014807,276EDL,4,7
0000014807,4916040009,1,9
0000014808,267045,4,5
0000014809,2211010301,4,4
0000014809,276GCX,2,4
0000014810,2135000001,2,9
0000014811,266517,1,9
0000014811,2703AW,3,1
0000014812,270199,1,5
0000014813,270390,3,10
0000014814,266432,1,5
0000014815,2127022101,1,10
0000014815,26537H,4,6
0000014815,2917010004,4,9
0000014816,2111011591,5,7
0000014817,265125,2,6
0000014817,267253,4,7
0000014818,26554F,3,4
0000014818,267425,2,10
0000014819,265227,5,4
0000014820,270220,2,10
0000014821,4126041801,2,6
0000014822,265227,3,8
0000014822,26548J,4,9
0000014822,284218,2,4
0000014823,2146022301,4,6
0000014824,4916040010,4,2
0000014825,270276,4,3
0000014825,2702BP,1,10
0000014826,2116050201,5,6
0000014827,26556N,2,9
0000014828,270207,2,9
0000014829,2916020011,2,7
0000014830,270145,3,10
0000014831,270315,5,2
0000014832,418008,5,10
0000014833,2702B3,3,7
0000014834,2702AZ,3,4
0000014834,284126,1,3
0000014835,2914010004,2,7
0000014836,2131011001,3,8
0000014837,26522D,4,4
0000014838,286594,3,10
0000014839,2147020101,5,8
0000014840,2126011101,1,6
0000014840,2915020007,2,7
0000014841,2144020101,5,2
0000014842,267580,3,8
0000014843,2914020092,4,8
0000014844,2701AF,4,10
0000014845,276GCX,2,4
0000014846,267143,1,2
0000014847,270130,5,5
0000014848,213028,4,1
0000014848,458395,3,9
0000014849,26516K,1,6
0000014849,270332,5,2
0000014850,2917020006,5,2
0000014851,270206,5,2
0000014852,2843A2,3,3
0000014853,267548,4,2
0000014854,2114030601,3,3
0000014855,2115023601,5,8
0000014855,458446,1,2
0000014856,267322,2,10
0000014857,267196,1,9
0000014858,270197,2,8
0000014859,26522D,3,8
0000014860,284372,5,5
0000014860,4585410002,4,5
0000014861,2115031091,1,6
0000014862,270130,3,10
0000014863,2147020301,1,10
0000014864,2212013101,1,2
0000014864,284151,4,8
0000014865,270139,1,5
0000014865,2865F4,1,9
0000014866,2144022601,3,10
0000014867,270110,5,8
0000014868,284399,3,1
0000014869,2116021301,5,4
0000014870,266320,4,1
0000014871,270206,4,5
0000014871,276GDS,2,3
0000014872,266247,2,7
0000014873,4126041801,4,10
0000014874,2144020101,4,2
0000014875,284126,4,1
0000014876,2703AN,1,8
0000014877,267492,1,2
0000014878,267012,1,3
0000014879,2145020101,2,3
0000014880,270211,4,7
0000014880,284292,5,10
0000014881,4916040014,5,8
0000014882,284372,1,4
0000014882,466501,5,10
0000014883,2112020401,5,4
0000014884,2844080002,4,9
0000014885,284324,4,4
0000014886,2915010006,2,6
0000014886,458103,5,6
0000014887,2117021101,2,5
0000014887,4125041501,5,5
0000014888,2144020101,1,9
0000014889,2865B4,5,6
0000014890,2665A4,2,1
0000014891,2147022301,3,1
0000014892,270144,4,6
0000014893,284408,4,10
0000014894,270340,4,2
0000014895,270195,2,6
0000014896,270199,3,9
0000014897,284243,5,5
0000014897,2843A8,3,2
0000014898,284341,3,5
0000014899,265428,2,3
0000014900,284395,4,2
0000014901,284318,4,5
0000014901,458550,4,6
0000014902,2125040801,2,8
0000014902,265225,2,10
0000014902,267126,3,1
0000014903,2132023703,4,4
0000014904,284494,3,8
0000014904,4126040401,3,5
0000014905,265325,5,4
0000014905,26537H,1,3
0000014906,284340,5,9
0000014907,2701AA,4,1
0000014907,284444,5,10
0000014908,2126040901,4,9
0000014908,284314,1,3
0000014909,2662A7,4,7
0000014910,2912010003,4,3
0000014911,284206,5,10
0000014912,2703AC,5,8
0000014913,2145020801,1,5
0000014914,266517,2,4
0000014915,2127020201,1,4
0000014916,284310,1,3
0000014917,267296,3,2
0000014917,2845S1,4,3
0000014918,4916040011,3,1
0000014919,2124011101,1,9
0000014919,2702AZ,2,1
0000014919,284143,3,8
0000014920,2112010701,2,5
0000014920,267447,1,2
0000014920,2865F4,5,9
0000014921,270329,5,3
0000014921,284108,3,6
0000014922,270210,1,4
0000014923,270125,4,8
0000014924,2662A3,4,6
0000014925,2702BG,5,5
0000014926,270322,5,8
0000014927,267574,4,4
0000014928,2702C6,3,5
0000014929,284346,2,6
0000014929,458395,1,2
0000014930,2845A4,2,6
0000014931,26504C,4,5
0000014932,267139,5,10
0000014933,270211,4,8
0000014934,2701BP,1,1
0000014935,2111021801,3,4
0000014936,2147020801,5,5
0000014936,2869UL,4,6
0000014937,458103,5,9
0000014938,270365,3,2
0000014939,270237,2,10
0000014940,267296,3,1
0000014941,267473,1,4
0000014941,270315,5,8
0000014942,284304,1,1
0000014943,2915023901,1,9
0000014943,458322,3,7
0000014944,465262,5,10
0000014945,2917010001,1,4
0000014946,26544G,4,7
0000014947,2701AE,3,7
0000014948,458047,5,8
0000014949,458348,1,8
0000014950,266017,3,9
0000014951,270128,4,9
0000014952,2112030801,5,2
0000014953,265328,2,8
0000014953,270247,4,5
0000014954,26544G,4,3
0000014955,2125024001,1,1
0000014956,2703AC,5,6
0000014957,266417,2,6
0000014958,267434,2,1
0000014959,2701AY,1,10
0000014959,2860I6,2,5
0000014960,265427,1,7
0000014961,2125050101,5,8
0000014962,2415000110,2,4
0000014962,2701AK,5,6
0000014963,2125040901,2,5
0000014963,2917020009,4,6
0000014964,2703AF,1,6
0000014965,458147,4,8
0000014966,4127041801,1,6
0000014967,270303,2,1
0000014967,2914010014,4,10
0000014968,2213010501,1,3
0000014968,286ECD,2,7
0000014969,284207,5,7
0000014970,265221,4,1
0000014970,465262,1,10
0000014971,2844A4,5,2
0000014972,26558J,5,6
0000014973,2117020791,3,8
0000014973,265322,3,5
0000014973,284344,3,7
0000014973,4137050201,1,4
0000014974,26527H,1,3
0000014975,2915020012,1,5
0000014976,2845S2,5,5
0000014976,4916040017,4,4
0000014977,4916040010,3,8
0000014978,2703AW,5,7
0000014979,270349,3,8
0000014980,2844A2,4,6
0000014981,2914020013,4,1
0000014982,2116020401,2,9
0000014983,2116020401,1,8
0000014983,265529,1,4
0000014984,284344,1,5
0000014985,2862T3,1,6
0000014986,2842C7,2,7
